license_plate,expense_date,description,amount,category_name,ID_car
УС723КЕ,2024-04-23,,159.0,Пробег,13
НР119ВН,2024-04-23,,103.0,Пробег,14
ВС884ЕЕ,2024-04-23,,70.0,Пробег,15
СХ806КХ,2024-04-23,,254.0,Пробег,16
НА702СК,2024-04-23,,369.0,Пробег,17
НВ626КМ,2024-04-23,,292.0,Пробег,18
РО294ВВ,2024-04-23,,0.0,Пробег,19
АО845НВ,2024-04-23,,198.0,Пробег,20
ХО448МЕ,2024-04-24,,735.0,Админ_расходы,3
ТК821ВА,2024-04-24,,2316.0,Топливо,5
СХ350ЕР,2024-04-24,,1836.0,Логистика,7
ХВ792ХС,2024-04-24,,0.0,Пробег,1
СК833УХ,2024-04-24,,218.0,Пробег,2
ХО448МЕ,2024-04-24,,205.0,Пробег,3
АХ570СВ,2024-04-24,,103.0,Пробег,4
ТК821ВА,2024-04-24,,137.0,Пробег,5
УН266НН,2024-04-24,,97.0,Пробег,6
СХ350ЕР,2024-04-24,,226.0,Пробег,7
АН510МВ,2024-04-24,,250.0,Пробег,8
ЕМ242КХ,2024-04-24,,105.0,Пробег,9
СР193АВ,2024-04-24,,288.0,Пробег,10
МС981АУ,2024-04-24,,130.0,Пробег,11
ЕР103ХХ,2024-04-24,,95.0,Пробег,12
УС723КЕ,2024-04-24,,0.0,Пробег,13
НР119ВН,2024-04-24,,144.0,Пробег,14
ВС884ЕЕ,2024-04-24,,75.0,Пробег,15
СХ806КХ,2024-04-24,,0.0,Пробег,16
НА702СК,2024-04-24,,385.0,Пробег,17
НВ626КМ,2024-04-24,,368.0,Пробег,18
РО294ВВ,2024-04-24,,305.0,Пробег,19
АО845НВ,2024-04-24,,408.0,Пробег,20
УС723КЕ,2024-04-26,,822.0,Амортизация,13
УН266НН,2024-04-26,,2324.0,Штрафы,6
ХВ792ХС,2024-04-26,,273.0,Пробег,1
СК833УХ,2024-04-26,,353.0,Пробег,2
ХО448МЕ,2024-04-26,,274.0,Пробег,3
АХ570СВ,2024-04-26,,147.0,Пробег,4
ТК821ВА,2024-04-26,,103.0,Пробег,5
УН266НН,2024-04-26,,110.0,Пробег,6
СХ350ЕР,2024-04-26,,265.0,Пробег,7
АН510МВ,2024-04-26,,245.0,Пробег,8
ЕМ242КХ,2024-04-26,,98.0,Пробег,9
СР193АВ,2024-04-26,,199.0,Пробег,10
МС981АУ,2024-04-26,,85.0,Пробег,11
ЕР103ХХ,2024-04-26,,83.0,Пробег,12
УС723КЕ,2024-04-26,,188.0,Пробег,13
НР119ВН,2024-04-26,,114.0,Пробег,14
ВС884ЕЕ,2024-04-26,,79.0,Пробег,15
СХ806КХ,2024-04-26,,150.0,Пробег,16
НА702СК,2024-04-26,,295.0,Пробег,17
НВ626КМ,2024-04-26,,337.0,Пробег,18
РО294ВВ,2024-04-26,,208.0,Пробег,19
АО845НВ,2024-04-26,,227.0,Пробег,20
СР193АВ,2024-04-27,,1647.0,Топливо,10
ХВ792ХС,2024-04-27,,279.0,Пробег,1
СК833УХ,2024-04-27,,213.0,Пробег,2
ХО448МЕ,2024-04-27,,254.0,Пробег,3
АХ570СВ,2024-04-27,,136.0,Пробег,4
ТК821ВА,2024-04-27,,109.0,Пробег,5
УН266НН,2024-04-27,,140.0,Пробег,6
СХ350ЕР,2024-04-27,,177.0,Пробег,7
АН510МВ,2024-04-27,,242.0,Пробег,8
ЕМ242КХ,2024-04-27,,140.0,Пробег,9
СР193АВ,2024-04-27,,279.0,Пробег,10
МС981АУ,2024-04-27,,71.0,Пробег,11
ЕР103ХХ,2024-04-27,,123.0,Пробег,12
УС723КЕ,2024-04-27,,161.0,Пробег,13
НР119ВН,2024-04-27,,133.0,Пробег,14
ВС884ЕЕ,2024-04-27,,86.0,Пробег,15
СХ806КХ,2024-04-27,,192.0,Пробег,16
НА702СК,2024-04-27,,342.0,Пробег,17
НВ626КМ,2024-04-27,,324.0,Пробег,18
РО294ВВ,2024-04-27,,168.0,Пробег,19
АО845НВ,2024-04-27,,300.0,Пробег,20
СХ350ЕР,2024-04-28,,1667.0,Топливо,7
ЕР103ХХ,2024-04-28,,872.0,Админ_расходы,12
ХВ792ХС,2024-04-28,,283.0,Пробег,1
СК833УХ,2024-04-28,,339.0,Пробег,2
ХО448МЕ,2024-04-28,,0.0,Пробег,3
АХ570СВ,2024-04-28,,137.0,Пробег,4
ТК821ВА,2024-04-28,,172.0,Пробег,5
УН266НН,2024-04-28,,95.0,Пробег,6
СХ350ЕР,2024-04-28,,253.0,Пробег,7
АН510МВ,2024-04-28,,316.0,Пробег,8
ЕМ242КХ,2024-04-28,,93.0,Пробег,9
СР193АВ,2024-04-28,,295.0,Пробег,10
МС981АУ,2024-04-28,,105.0,Пробег,11
ЕР103ХХ,2024-04-28,,101.0,Пробег,12
УС723КЕ,2024-04-28,,0.0,Пробег,13
НР119ВН,2024-04-28,,117.0,Пробег,14
ВС884ЕЕ,2024-04-28,,109.0,Пробег,15
СХ806КХ,2024-04-28,,265.0,Пробег,16
НА702СК,2024-04-28,,271.0,Пробег,17
НВ626КМ,2024-04-28,,373.0,Пробег,18
РО294ВВ,2024-04-28,,236.0,Пробег,19
АО845НВ,2024-04-28,,311.0,Пробег,20
ЕР103ХХ,2024-04-30,,822.0,Амортизация,12
ХВ792ХС,2024-04-30,,288.0,Пробег,1
СК833УХ,2024-04-30,,295.0,Пробег,2
ХО448МЕ,2024-04-30,,250.0,Пробег,3
АХ570СВ,2024-04-30,,128.0,Пробег,4
ТК821ВА,2024-04-30,,141.0,Пробег,5
УН266НН,2024-04-30,,0.0,Пробег,6
СХ350ЕР,2024-04-30,,239.0,Пробег,7
АН510МВ,2024-04-30,,262.0,Пробег,8
ЕМ242КХ,2024-04-30,,84.0,Пробег,9
СР193АВ,2024-04-30,,274.0,Пробег,10
МС981АУ,2024-04-30,,124.0,Пробег,11
ЕР103ХХ,2024-04-30,,86.0,Пробег,12
УС723КЕ,2024-04-30,,142.0,Пробег,13
НР119ВН,2024-04-30,,147.0,Пробег,14
ВС884ЕЕ,2024-04-30,,78.0,Пробег,15
СХ806КХ,2024-04-30,,263.0,Пробег,16
НА702СК,2024-04-30,,276.0,Пробег,17
НВ626КМ,2024-04-30,,291.0,Пробег,18
РО294ВВ,2024-04-30,,261.0,Пробег,19
АО845НВ,2024-04-30,,318.0,Пробег,20
ХО448МЕ,2024-05-01,,753.0,Админ_расходы,3
ХВ792ХС,2024-05-01,,238.0,Пробег,1
СК833УХ,2024-05-01,,293.0,Пробег,2
ХО448МЕ,2024-05-01,,219.0,Пробег,3
АХ570СВ,2024-05-01,,171.0,Пробег,4
ТК821ВА,2024-05-01,,137.0,Пробег,5
УН266НН,2024-05-01,,135.0,Пробег,6
СХ350ЕР,2024-05-01,,202.0,Пробег,7
АН510МВ,2024-05-01,,187.0,Пробег,8
ЕМ242КХ,2024-05-01,,82.0,Пробег,9
СР193АВ,2024-05-01,,266.0,Пробег,10
МС981АУ,2024-05-01,,127.0,Пробег,11
ЕР103ХХ,2024-05-01,,71.0,Пробег,12
УС723КЕ,2024-05-01,,174.0,Пробег,13
НР119ВН,2024-05-01,,150.0,Пробег,14
ВС884ЕЕ,2024-05-01,,100.0,Пробег,15
СХ806КХ,2024-05-01,,247.0,Пробег,16
НА702СК,2024-05-01,,378.0,Пробег,17
НВ626КМ,2024-05-01,,180.0,Пробег,18
РО294ВВ,2024-05-01,,243.0,Пробег,19
АО845НВ,2024-05-01,,316.0,Пробег,20
АХ570СВ,2024-05-02,,1397.0,Топливо,4
ХВ792ХС,2024-05-02,,332.0,Пробег,1
СК833УХ,2024-05-02,,284.0,Пробег,2
ХО448МЕ,2024-05-02,,254.0,Пробег,3
АХ570СВ,2024-05-02,,71.0,Пробег,4
ТК821ВА,2024-05-02,,127.0,Пробег,5
УН266НН,2024-05-02,,60.0,Пробег,6
СХ350ЕР,2024-05-02,,265.0,Пробег,7
АН510МВ,2024-05-02,,311.0,Пробег,8
ЕМ242КХ,2024-05-02,,90.0,Пробег,9
СР193АВ,2024-05-02,,244.0,Пробег,10
МС981АУ,2024-05-02,,162.0,Пробег,11
ЕР103ХХ,2024-05-02,,90.0,Пробег,12
УС723КЕ,2024-05-02,,180.0,Пробег,13
НР119ВН,2024-05-02,,149.0,Пробег,14
ВС884ЕЕ,2024-05-02,,116.0,Пробег,15
СХ806КХ,2024-05-02,,303.0,Пробег,16
НА702СК,2024-05-02,,263.0,Пробег,17
НВ626КМ,2024-05-02,,281.0,Пробег,18
РО294ВВ,2024-05-02,,228.0,Пробег,19
АО845НВ,2024-05-02,,306.0,Пробег,20
СХ806КХ,2024-05-03,,801.0,Админ_расходы,16
НР119ВН,2024-05-03,,531.0,Админ_расходы,14
ХВ792ХС,2024-05-03,,235.0,Пробег,1
СК833УХ,2024-05-03,,0.0,Пробег,2
ХО448МЕ,2024-05-03,,167.0,Пробег,3
АХ570СВ,2024-05-03,,192.0,Пробег,4
ТК821ВА,2024-05-03,,138.0,Пробег,5
УН266НН,2024-05-03,,102.0,Пробег,6
СХ350ЕР,2024-05-03,,220.0,Пробег,7
АН510МВ,2024-05-03,,260.0,Пробег,8
ЕМ242КХ,2024-05-03,,111.0,Пробег,9
СР193АВ,2024-05-03,,231.0,Пробег,10
МС981АУ,2024-05-03,,124.0,Пробег,11
ЕР103ХХ,2024-05-03,,124.0,Пробег,12
УС723КЕ,2024-05-03,,140.0,Пробег,13
НР119ВН,2024-05-03,,0.0,Пробег,14
ВС884ЕЕ,2024-05-03,,83.0,Пробег,15
СХ806КХ,2024-05-03,,270.0,Пробег,16
НА702СК,2024-05-03,,309.0,Пробег,17
НВ626КМ,2024-05-03,,400.0,Пробег,18
РО294ВВ,2024-05-03,,180.0,Пробег,19
АО845НВ,2024-05-03,,278.0,Пробег,20
НА702СК,2024-05-04,,2129.0,Топливо,17
УС723КЕ,2024-05-04,,822.0,Амортизация,13
ТК821ВА,2024-05-04,,662.0,Админ_расходы,5
ХВ792ХС,2024-05-04,,254.0,Пробег,1
СК833УХ,2024-05-04,,234.0,Пробег,2
ХО448МЕ,2024-05-04,,258.0,Пробег,3
АХ570СВ,2024-05-04,,179.0,Пробег,4
ТК821ВА,2024-05-04,,183.0,Пробег,5
УН266НН,2024-05-04,,93.0,Пробег,6
СХ350ЕР,2024-05-04,,0.0,Пробег,7
АН510МВ,2024-05-04,,235.0,Пробег,8
ЕМ242КХ,2024-05-04,,114.0,Пробег,9
СР193АВ,2024-05-04,,281.0,Пробег,10
МС981АУ,2024-05-04,,85.0,Пробег,11
ЕР103ХХ,2024-05-04,,102.0,Пробег,12
УС723КЕ,2024-05-04,,145.0,Пробег,13
НР119ВН,2024-05-04,,106.0,Пробег,14
ВС884ЕЕ,2024-05-04,,90.0,Пробег,15
СХ806КХ,2024-05-04,,312.0,Пробег,16
НА702СК,2024-05-04,,254.0,Пробег,17
НВ626КМ,2024-05-04,,314.0,Пробег,18
РО294ВВ,2024-05-04,,223.0,Пробег,19
АО845НВ,2024-05-04,,288.0,Пробег,20
СР193АВ,2024-05-05,,62.0,Налоги,10
СХ350ЕР,2024-05-05,,28.0,Ремонт,7
ВС884ЕЕ,2024-05-05,,62.0,Налоги,15
ХВ792ХС,2024-05-05,,301.0,Пробег,1
СК833УХ,2024-05-05,,237.0,Пробег,2
ХО448МЕ,2024-05-05,,301.0,Пробег,3
АХ570СВ,2024-05-05,,156.0,Пробег,4
ТК821ВА,2024-05-05,,154.0,Пробег,5
УН266НН,2024-05-05,,89.0,Пробег,6
СХ350ЕР,2024-05-05,,319.0,Пробег,7
АН510МВ,2024-05-05,,303.0,Пробег,8
ЕМ242КХ,2024-05-05,,158.0,Пробег,9
СР193АВ,2024-05-05,,273.0,Пробег,10
МС981АУ,2024-05-05,,113.0,Пробег,11
ЕР103ХХ,2024-05-05,,96.0,Пробег,12
УС723КЕ,2024-05-05,,137.0,Пробег,13
НР119ВН,2024-05-05,,0.0,Пробег,14
ВС884ЕЕ,2024-05-05,,73.0,Пробег,15
СХ806КХ,2024-05-05,,151.0,Пробег,16
НА702СК,2024-05-05,,267.0,Пробег,17
НВ626КМ,2024-05-05,,257.0,Пробег,18
РО294ВВ,2024-05-05,,240.0,Пробег,19
АО845НВ,2024-05-05,,267.0,Пробег,20
ХО448МЕ,2024-05-06,,822.0,Амортизация,3
ЕР103ХХ,2024-05-06,,731.0,Админ_расходы,12
ХВ792ХС,2024-05-06,,272.0,Пробег,1
СК833УХ,2024-05-06,,341.0,Пробег,2
ХО448МЕ,2024-05-06,,179.0,Пробег,3
АХ570СВ,2024-05-06,,145.0,Пробег,4
ТК821ВА,2024-05-06,,114.0,Пробег,5
УН266НН,2024-05-06,,113.0,Пробег,6
СХ350ЕР,2024-05-06,,0.0,Пробег,7
АН510МВ,2024-05-06,,218.0,Пробег,8
ЕМ242КХ,2024-05-06,,75.0,Пробег,9
СР193АВ,2024-05-06,,236.0,Пробег,10
МС981АУ,2024-05-06,,87.0,Пробег,11
ЕР103ХХ,2024-05-06,,133.0,Пробег,12
УС723КЕ,2024-05-06,,174.0,Пробег,13
НР119ВН,2024-05-06,,105.0,Пробег,14
ВС884ЕЕ,2024-05-06,,80.0,Пробег,15
СХ806КХ,2024-05-06,,319.0,Пробег,16
НА702СК,2024-05-06,,274.0,Пробег,17
НВ626КМ,2024-05-06,,0.0,Пробег,18
РО294ВВ,2024-05-06,,230.0,Пробег,19
АО845НВ,2024-05-06,,305.0,Пробег,20
АО845НВ,2024-05-07,,915.0,Админ_расходы,20
АХ570СВ,2024-05-07,,62.0,Налоги,4
ХВ792ХС,2024-05-07,,160.0,Пробег,1
СК833УХ,2024-05-07,,300.0,Пробег,2
ХО448МЕ,2024-05-07,,233.0,Пробег,3
АХ570СВ,2024-05-07,,0.0,Пробег,4
ТК821ВА,2024-05-07,,180.0,Пробег,5
УН266НН,2024-05-07,,95.0,Пробег,6
СХ350ЕР,2024-05-07,,152.0,Пробег,7
АН510МВ,2024-05-07,,318.0,Пробег,8
ЕМ242КХ,2024-05-07,,101.0,Пробег,9
СР193АВ,2024-05-07,,351.0,Пробег,10
МС981АУ,2024-05-07,,115.0,Пробег,11
ЕР103ХХ,2024-05-07,,91.0,Пробег,12
УС723КЕ,2024-05-07,,152.0,Пробег,13
НР119ВН,2024-05-07,,0.0,Пробег,14
ВС884ЕЕ,2024-05-07,,127.0,Пробег,15
СХ806КХ,2024-05-07,,225.0,Пробег,16
НА702СК,2024-05-07,,0.0,Пробег,17
НВ626КМ,2024-05-07,,366.0,Пробег,18
РО294ВВ,2024-05-07,,229.0,Пробег,19
АО845НВ,2024-05-07,,212.0,Пробег,20
ХО448МЕ,2024-05-08,,3861.0,Аренда,3
ХВ792ХС,2024-05-08,,250.0,Пробег,1
СК833УХ,2024-05-08,,284.0,Пробег,2
ХО448МЕ,2024-05-08,,215.0,Пробег,3
АХ570СВ,2024-05-08,,182.0,Пробег,4
ТК821ВА,2024-05-08,,201.0,Пробег,5
УН266НН,2024-05-08,,0.0,Пробег,6
СХ350ЕР,2024-05-08,,259.0,Пробег,7
АН510МВ,2024-05-08,,253.0,Пробег,8
ЕМ242КХ,2024-05-08,,86.0,Пробег,9
СР193АВ,2024-05-08,,189.0,Пробег,10
МС981АУ,2024-05-08,,155.0,Пробег,11
ЕР103ХХ,2024-05-08,,83.0,Пробег,12
УС723КЕ,2024-05-08,,107.0,Пробег,13
НР119ВН,2024-05-08,,141.0,Пробег,14
ВС884ЕЕ,2024-05-08,,110.0,Пробег,15
СХ806КХ,2024-05-08,,250.0,Пробег,16
НА702СК,2024-05-08,,372.0,Пробег,17
НВ626КМ,2024-05-08,,342.0,Пробег,18
РО294ВВ,2024-05-08,,218.0,Пробег,19
АО845НВ,2024-05-08,,315.0,Пробег,20
СХ806КХ,2024-05-09,,3093.0,Топливо,16
НР119ВН,2024-05-09,,3616.0,Аренда,14
НА702СК,2024-05-09,,3570.0,Аренда,17
ХВ792ХС,2024-05-09,,284.0,Пробег,1
СК833УХ,2024-05-09,,322.0,Пробег,2
ХО448МЕ,2024-05-09,,189.0,Пробег,3
АХ570СВ,2024-05-09,,148.0,Пробег,4
ТК821ВА,2024-05-09,,164.0,Пробег,5
УН266НН,2024-05-09,,59.0,Пробег,6
СХ350ЕР,2024-05-09,,0.0,Пробег,7
АН510МВ,2024-05-09,,290.0,Пробег,8
ЕМ242КХ,2024-05-09,,107.0,Пробег,9
СР193АВ,2024-05-09,,240.0,Пробег,10
МС981АУ,2024-05-09,,131.0,Пробег,11
ЕР103ХХ,2024-05-09,,108.0,Пробег,12
УС723КЕ,2024-05-09,,162.0,Пробег,13
НР119ВН,2024-05-09,,118.0,Пробег,14
ВС884ЕЕ,2024-05-09,,142.0,Пробег,15
СХ806КХ,2024-05-09,,297.0,Пробег,16
НА702СК,2024-05-09,,0.0,Пробег,17
НВ626КМ,2024-05-09,,0.0,Пробег,18
РО294ВВ,2024-05-09,,316.0,Пробег,19
АО845НВ,2024-05-09,,295.0,Пробег,20
СХ806КХ,2024-05-10,,822.0,Амортизация,16
ХВ792ХС,2024-05-10,,196.0,Пробег,1
СК833УХ,2024-05-10,,305.0,Пробег,2
ХО448МЕ,2024-05-10,,167.0,Пробег,3
АХ570СВ,2024-05-10,,141.0,Пробег,4
ТК821ВА,2024-05-10,,176.0,Пробег,5
УН266НН,2024-05-10,,68.0,Пробег,6
СХ350ЕР,2024-05-10,,251.0,Пробег,7
АН510МВ,2024-05-10,,0.0,Пробег,8
ЕМ242КХ,2024-05-10,,127.0,Пробег,9
СР193АВ,2024-05-10,,219.0,Пробег,10
МС981АУ,2024-05-10,,101.0,Пробег,11
ЕР103ХХ,2024-05-10,,108.0,Пробег,12
УС723КЕ,2024-05-10,,194.0,Пробег,13
НР119ВН,2024-05-10,,119.0,Пробег,14
ВС884ЕЕ,2024-05-10,,85.0,Пробег,15
СХ806КХ,2024-05-10,,165.0,Пробег,16
НА702СК,2024-05-10,,325.0,Пробег,17
НВ626КМ,2024-05-10,,307.0,Пробег,18
РО294ВВ,2024-05-10,,0.0,Пробег,19
АО845НВ,2024-05-10,,342.0,Пробег,20
УН266НН,2024-05-11,,756.0,Админ_расходы,6
ТК821ВА,2024-05-11,,62.0,Налоги,5
НВ626КМ,2024-05-11,,822.0,Амортизация,18
ХВ792ХС,2024-05-11,,280.0,Пробег,1
СК833УХ,2024-05-11,,260.0,Пробег,2
ХО448МЕ,2024-05-11,,0.0,Пробег,3
АХ570СВ,2024-05-11,,184.0,Пробег,4
ТК821ВА,2024-05-11,,186.0,Пробег,5
УН266НН,2024-05-11,,114.0,Пробег,6
СХ350ЕР,2024-05-11,,238.0,Пробег,7
АН510МВ,2024-05-11,,372.0,Пробег,8
ЕМ242КХ,2024-05-11,,117.0,Пробег,9
СР193АВ,2024-05-11,,265.0,Пробег,10
МС981АУ,2024-05-11,,134.0,Пробег,11
ЕР103ХХ,2024-05-11,,88.0,Пробег,12
УС723КЕ,2024-05-11,,197.0,Пробег,13
НР119ВН,2024-05-11,,102.0,Пробег,14
ВС884ЕЕ,2024-05-11,,130.0,Пробег,15
СХ806КХ,2024-05-11,,239.0,Пробег,16
НА702СК,2024-05-11,,342.0,Пробег,17
НВ626КМ,2024-05-11,,329.0,Пробег,18
РО294ВВ,2024-05-11,,278.0,Пробег,19
АО845НВ,2024-05-11,,284.0,Пробег,20
МС981АУ,2024-05-12,,822.0,Амортизация,11
ХВ792ХС,2024-05-12,,265.0,Пробег,1
СК833УХ,2024-05-12,,423.0,Пробег,2
ХО448МЕ,2024-05-12,,202.0,Пробег,3
АХ570СВ,2024-05-12,,212.0,Пробег,4
ТК821ВА,2024-05-12,,0.0,Пробег,5
УН266НН,2024-05-12,,67.0,Пробег,6
СХ350ЕР,2024-05-12,,228.0,Пробег,7
АН510МВ,2024-05-12,,257.0,Пробег,8
ЕМ242КХ,2024-05-12,,75.0,Пробег,9
СР193АВ,2024-05-12,,172.0,Пробег,10
МС981АУ,2024-05-12,,0.0,Пробег,11
ЕР103ХХ,2024-05-12,,84.0,Пробег,12
УС723КЕ,2024-05-12,,135.0,Пробег,13
НР119ВН,2024-05-12,,155.0,Пробег,14
ВС884ЕЕ,2024-05-12,,85.0,Пробег,15
СХ806КХ,2024-05-12,,290.0,Пробег,16
НА702СК,2024-05-12,,209.0,Пробег,17
НВ626КМ,2024-05-12,,249.0,Пробег,18
РО294ВВ,2024-05-12,,288.0,Пробег,19
АО845НВ,2024-05-12,,330.0,Пробег,20
НВ626КМ,2024-05-13,,62.0,Налоги,18
РО294ВВ,2024-05-13,,1849.0,Логистика,19
АН510МВ,2024-05-13,,698.0,Логистика,8
ХВ792ХС,2024-05-13,,297.0,Пробег,1
СК833УХ,2024-05-13,,337.0,Пробег,2
ХО448МЕ,2024-05-13,,240.0,Пробег,3
АХ570СВ,2024-05-13,,120.0,Пробег,4
ТК821ВА,2024-05-13,,100.0,Пробег,5
УН266НН,2024-05-13,,114.0,Пробег,6
СХ350ЕР,2024-05-13,,252.0,Пробег,7
АН510МВ,2024-05-13,,246.0,Пробег,8
ЕМ242КХ,2024-05-13,,113.0,Пробег,9
СР193АВ,2024-05-13,,300.0,Пробег,10
МС981АУ,2024-05-13,,100.0,Пробег,11
ЕР103ХХ,2024-05-13,,128.0,Пробег,12
УС723КЕ,2024-05-13,,129.0,Пробег,13
НР119ВН,2024-05-13,,146.0,Пробег,14
ВС884ЕЕ,2024-05-13,,89.0,Пробег,15
СХ806КХ,2024-05-13,,0.0,Пробег,16
НА702СК,2024-05-13,,301.0,Пробег,17
НВ626КМ,2024-05-13,,281.0,Пробег,18
РО294ВВ,2024-05-13,,260.0,Пробег,19
АО845НВ,2024-05-13,,0.0,Пробег,20
СК833УХ,2024-05-14,,2055.0,Логистика,2
СХ806КХ,2024-05-14,,2254.0,Логистика,16
ХВ792ХС,2024-05-14,,222.0,Пробег,1
СК833УХ,2024-05-14,,306.0,Пробег,2
ХО448МЕ,2024-05-14,,295.0,Пробег,3
АХ570СВ,2024-05-14,,162.0,Пробег,4
ТК821ВА,2024-05-14,,205.0,Пробег,5
УН266НН,2024-05-14,,102.0,Пробег,6
СХ350ЕР,2024-05-14,,292.0,Пробег,7
АН510МВ,2024-05-14,,207.0,Пробег,8
ЕМ242КХ,2024-05-14,,57.0,Пробег,9
СР193АВ,2024-05-14,,0.0,Пробег,10
МС981АУ,2024-05-14,,50.0,Пробег,11
ЕР103ХХ,2024-05-14,,91.0,Пробег,12
УС723КЕ,2024-05-14,,0.0,Пробег,13
НР119ВН,2024-05-14,,117.0,Пробег,14
ВС884ЕЕ,2024-05-14,,154.0,Пробег,15
СХ806КХ,2024-05-14,,225.0,Пробег,16
НА702СК,2024-05-14,,280.0,Пробег,17
НВ626КМ,2024-05-14,,296.0,Пробег,18
РО294ВВ,2024-05-14,,196.0,Пробег,19
АО845НВ,2024-05-14,,327.0,Пробег,20
СХ350ЕР,2024-05-15,,822.0,Амортизация,7
УС723КЕ,2024-05-15,,2593.0,Аренда,13
СР193АВ,2024-05-15,,901.0,Админ_расходы,10
ХВ792ХС,2024-05-15,,289.0,Пробег,1
СК833УХ,2024-05-15,,274.0,Пробег,2
ХО448МЕ,2024-05-15,,189.0,Пробег,3
АХ570СВ,2024-05-15,,117.0,Пробег,4
ТК821ВА,2024-05-15,,182.0,Пробег,5
УН266НН,2024-05-15,,96.0,Пробег,6
СХ350ЕР,2024-05-15,,183.0,Пробег,7
АН510МВ,2024-05-15,,245.0,Пробег,8
ЕМ242КХ,2024-05-15,,0.0,Пробег,9
СР193АВ,2024-05-15,,290.0,Пробег,10
МС981АУ,2024-05-15,,89.0,Пробег,11
ЕР103ХХ,2024-05-15,,70.0,Пробег,12
УС723КЕ,2024-05-15,,0.0,Пробег,13
НР119ВН,2024-05-15,,103.0,Пробег,14
ВС884ЕЕ,2024-05-15,,83.0,Пробег,15
СХ806КХ,2024-05-15,,286.0,Пробег,16
НА702СК,2024-05-15,,324.0,Пробег,17
НВ626КМ,2024-05-15,,354.0,Пробег,18
РО294ВВ,2024-05-15,,279.0,Пробег,19
АО845НВ,2024-05-15,,293.0,Пробег,20
МС981АУ,2024-05-16,,62.0,Налоги,11
ХО448МЕ,2024-05-16,,667.0,Админ_расходы,3
НР119ВН,2024-05-16,,822.0,Амортизация,14
ХВ792ХС,2024-05-16,,256.0,Пробег,1
СК833УХ,2024-05-16,,347.0,Пробег,2
ХО448МЕ,2024-05-16,,261.0,Пробег,3
АХ570СВ,2024-05-16,,165.0,Пробег,4
ТК821ВА,2024-05-16,,164.0,Пробег,5
УН266НН,2024-05-16,,98.0,Пробег,6
СХ350ЕР,2024-05-16,,217.0,Пробег,7
АН510МВ,2024-05-16,,208.0,Пробег,8
ЕМ242КХ,2024-05-16,,52.0,Пробег,9
СР193АВ,2024-05-16,,260.0,Пробег,10
МС981АУ,2024-05-16,,131.0,Пробег,11
ЕР103ХХ,2024-05-16,,103.0,Пробег,12
УС723КЕ,2024-05-16,,206.0,Пробег,13
НР119ВН,2024-05-16,,102.0,Пробег,14
ВС884ЕЕ,2024-05-16,,131.0,Пробег,15
СХ806КХ,2024-05-16,,277.0,Пробег,16
НА702СК,2024-05-16,,420.0,Пробег,17
НВ626КМ,2024-05-16,,272.0,Пробег,18
РО294ВВ,2024-05-16,,303.0,Пробег,19
АО845НВ,2024-05-16,,317.0,Пробег,20
ХВ792ХС,2024-05-17,,62.0,Налоги,1
ХВ792ХС,2024-05-17,,320.0,Пробег,1
СК833УХ,2024-05-17,,260.0,Пробег,2
ХО448МЕ,2024-05-17,,258.0,Пробег,3
АХ570СВ,2024-05-17,,126.0,Пробег,4
ТК821ВА,2024-05-17,,146.0,Пробег,5
УН266НН,2024-05-17,,110.0,Пробег,6
СХ350ЕР,2024-05-17,,0.0,Пробег,7
АН510МВ,2024-05-17,,242.0,Пробег,8
ЕМ242КХ,2024-05-17,,0.0,Пробег,9
СР193АВ,2024-05-17,,237.0,Пробег,10
МС981АУ,2024-05-17,,0.0,Пробег,11
ЕР103ХХ,2024-05-17,,117.0,Пробег,12
УС723КЕ,2024-05-17,,197.0,Пробег,13
НР119ВН,2024-05-17,,123.0,Пробег,14
ВС884ЕЕ,2024-05-17,,99.0,Пробег,15
СХ806КХ,2024-05-17,,256.0,Пробег,16
НА702СК,2024-05-17,,180.0,Пробег,17
НВ626КМ,2024-05-17,,0.0,Пробег,18
РО294ВВ,2024-05-17,,309.0,Пробег,19
АО845НВ,2024-05-17,,232.0,Пробег,20
ХВ792ХС,2024-05-18,,62.0,Налоги,1
АО845НВ,2024-05-18,,3735.0,Аренда,20
ХВ792ХС,2024-05-18,,361.0,Пробег,1
СК833УХ,2024-05-18,,256.0,Пробег,2
ХО448МЕ,2024-05-18,,316.0,Пробег,3
АХ570СВ,2024-05-18,,186.0,Пробег,4
ТК821ВА,2024-05-18,,109.0,Пробег,5
УН266НН,2024-05-18,,76.0,Пробег,6
СХ350ЕР,2024-05-18,,207.0,Пробег,7
АН510МВ,2024-05-18,,365.0,Пробег,8
ЕМ242КХ,2024-05-18,,95.0,Пробег,9
СР193АВ,2024-05-18,,278.0,Пробег,10
МС981АУ,2024-05-18,,139.0,Пробег,11
ЕР103ХХ,2024-05-18,,96.0,Пробег,12
УС723КЕ,2024-05-18,,164.0,Пробег,13
НР119ВН,2024-05-18,,129.0,Пробег,14
ВС884ЕЕ,2024-05-18,,78.0,Пробег,15
СХ806КХ,2024-05-18,,273.0,Пробег,16
НА702СК,2024-05-18,,319.0,Пробег,17
НВ626КМ,2024-05-18,,298.0,Пробег,18
РО294ВВ,2024-05-18,,274.0,Пробег,19
АО845НВ,2024-05-18,,367.0,Пробег,20
НА702СК,2024-05-19,,2848.0,Аренда,17
