Дата,Автомобиль,Пробег_км,Топливо_руб,Зарплата_руб,Ремонт_руб,Аренда_руб,Амортизация_руб,Налоги_руб,Админ_расходы_руб,Штрафы_руб
2024-01-03,Car_1,219,1446,2616,0,2742,822,62,727,14921
2024-01-03,Car_7,315,2083,3047,0,3678,822,62,911,0
2024-01-04,Car_10,344,2288,2764,0,2641,822,62,711,0
2024-01-06,Car_5,225,1490,1822,0,3476,822,62,1001,0
2024-01-07,Car_6,206,1425,3283,0,3135,822,62,968,0
2024-01-08,Car_9,236,1766,2437,52,2623,822,62,862,0
2024-01-08,Car_4,306,2289,2819,0,3577,822,62,645,0
2024-01-08,Car_4,217,1622,2469,0,3003,822,62,709,0
2024-01-09,Car_10,246,1767,2404,0,3144,822,62,934,5359
2024-01-09,Car_9,296,2127,2766,0,3692,822,62,596,0
2024-01-10,Car_8,247,1951,2904,0,2165,822,62,544,0
2024-01-10,Car_9,285,2246,2545,0,3348,822,62,881,0
2024-01-10,Car_3,300,2369,1721,86,3158,822,62,996,0
2024-01-10,Car_4,299,2361,2004,123,2632,822,62,922,0
2024-01-10,Car_6,175,1384,2148,0,2784,822,62,933,0
2024-01-11,Car_7,276,1697,2978,0,3455,822,62,731,0
2024-01-11,Car_8,178,1095,2666,0,3969,822,62,905,0
2024-01-12,Car_8,236,1683,2327,0,3707,822,62,1162,0
2024-01-12,Car_5,249,1775,2327,0,3122,822,62,1055,0
2024-01-12,Car_6,281,2003,2428,0,2622,822,62,597,0
2024-01-14,Car_5,153,1210,1707,0,3084,822,62,500,0
2024-01-15,Car_10,247,1509,2599,0,2933,822,62,1146,0
2024-01-15,Car_10,158,965,2948,9,3131,822,62,1055,0
2024-01-15,Car_1,312,1911,1980,0,3067,822,62,677,0
2024-01-16,Car_6,237,1445,2304,0,2775,822,62,863,0
2024-01-16,Car_4,231,1410,2490,0,3142,822,62,516,0
2024-01-16,Car_2,331,2017,2977,115,3752,822,62,632,9827
2024-01-16,Car_9,224,1363,2148,0,2929,822,62,859,0
2024-01-16,Car_9,255,1555,2509,17,3149,822,62,697,0
2024-01-17,Car_2,204,1272,2876,0,4622,822,62,492,0
2024-01-19,Car_6,306,1926,2523,0,3076,822,62,695,0
2024-01-19,Car_5,246,1545,2729,0,3503,822,62,628,0
2024-01-19,Car_4,276,1735,3220,0,2790,822,62,786,0
2024-01-19,Car_1,183,1152,2707,48,2493,822,62,700,0
2024-01-20,Car_2,226,1391,2339,0,2822,822,62,944,0
2024-01-20,Car_3,224,1377,2256,0,2589,822,62,582,0
2024-01-20,Car_10,222,1366,2691,0,3404,822,62,1099,0
2024-01-20,Car_8,349,2142,3064,210,3566,822,62,703,0
2024-01-20,Car_1,215,1322,2515,0,2952,822,62,737,0
2024-01-21,Car_1,217,1452,2624,0,3063,822,62,833,0
2024-01-21,Car_6,233,1558,2649,0,2852,822,62,813,0
2024-01-21,Car_6,272,1818,1857,0,2164,822,62,725,0
2024-01-21,Car_5,320,2142,3059,0,3674,822,62,567,0
2024-01-22,Car_3,311,2118,3007,0,3072,822,62,898,0
2024-01-22,Car_8,85,575,3159,0,3031,822,62,1104,8199
2024-01-23,Car_5,336,2593,2558,0,3682,822,62,659,0
2024-01-23,Car_9,207,1603,2286,7,3450,822,62,675,0
2024-01-23,Car_7,240,1851,2364,0,3642,822,62,792,0
2024-01-23,Car_5,287,2217,2226,0,3456,822,62,964,0
2024-01-24,Car_6,232,1662,1198,0,2947,822,62,1039,0
2024-01-24,Car_2,306,2191,2219,0,3407,822,62,760,0
2024-01-25,Car_10,258,1611,2214,69,3829,822,62,781,0
2024-01-25,Car_3,319,1994,2088,0,3756,822,62,761,0
2024-01-26,Car_10,249,1508,3090,0,3997,822,62,761,0
2024-01-26,Car_7,285,1724,2755,0,3172,822,62,900,0
2024-01-27,Car_3,271,1871,2354,11,2251,822,62,699,0
2024-01-27,Car_6,332,2286,2438,0,3693,822,62,1021,0
2024-01-27,Car_3,248,1709,1764,0,2580,822,62,1066,0
2024-01-27,Car_10,259,1784,2843,0,2248,822,62,453,0
2024-01-28,Car_7,236,1373,2888,0,3559,822,62,460,0
2024-01-28,Car_3,166,962,1924,0,3754,822,62,591,0
2024-01-28,Car_7,313,1819,1549,0,4475,822,62,839,0
2024-01-29,Car_1,296,2276,2132,0,3619,822,62,700,0
2024-01-29,Car_9,271,2083,2218,0,2603,822,62,730,0
2024-01-29,Car_5,124,952,2859,0,3159,822,62,1042,0
2024-01-30,Car_5,262,1916,2071,0,2861,822,62,642,0
2024-01-30,Car_2,222,1620,1992,0,3391,822,62,1107,0
2024-01-30,Car_1,292,2133,3372,0,2783,822,62,903,0
2024-01-30,Car_5,239,1745,2321,0,2360,822,62,454,0
2024-01-31,Car_8,306,1936,2363,0,3839,822,62,582,0
2024-01-31,Car_9,172,1085,2338,6,2799,822,62,940,0
2024-01-31,Car_2,260,1643,1798,0,3287,822,62,661,0
2024-02-01,Car_6,270,1505,2377,0,3526,822,62,631,0
2024-02-01,Car_8,216,1203,2053,0,2912,822,62,1033,0
2024-02-01,Car_9,173,965,3082,0,3163,822,62,789,0
2024-02-01,Car_5,320,1784,2929,42,1941,822,62,1086,0
2024-02-01,Car_7,248,1384,2376,0,2794,822,62,734,0
2024-02-01,Car_4,311,1735,2913,137,3513,822,62,692,0
2024-02-01,Car_7,219,1220,2082,0,3108,822,62,1157,0
2024-02-02,Car_10,236,1750,2347,0,3333,822,62,876,0
2024-02-02,Car_9,300,2225,1816,0,3407,822,62,721,0
2024-02-03,Car_9,184,1202,2582,0,2800,822,62,701,0
2024-02-03,Car_2,196,1279,2233,0,3760,822,62,737,0
2024-02-04,Car_1,242,1776,1737,0,3391,822,62,876,0
2024-02-05,Car_3,292,1648,2427,0,4034,822,62,681,14275
2024-02-05,Car_1,212,1199,2433,0,4203,822,62,562,0
2024-02-06,Car_6,205,1281,2830,0,3670,822,62,767,0
2024-02-07,Car_1,304,2010,2529,0,3312,822,62,1124,0
2024-02-08,Car_5,272,1804,2270,0,3250,822,62,1023,0
2024-02-08,Car_10,309,2050,2465,0,2619,822,62,709,0
2024-02-08,Car_3,287,1904,2967,0,3526,822,62,874,0
2024-02-08,Car_5,366,2424,2560,0,4216,822,62,945,0
2024-02-09,Car_10,230,1453,1772,0,2913,822,62,1038,0
2024-02-10,Car_4,190,1322,1714,0,3324,822,62,504,0
2024-02-10,Car_5,410,2857,2279,0,3168,822,62,656,0
2024-02-10,Car_3,186,1297,2617,16,3222,822,62,1165,0
2024-02-11,Car_5,341,2033,2855,0,2741,822,62,482,0
2024-02-11,Car_1,354,2112,2677,0,2770,822,62,820,10189
2024-02-12,Car_8,388,2525,2052,0,2694,822,62,649,0
2024-02-12,Car_6,280,1824,2735,0,3353,822,62,557,0
2024-02-13,Car_2,220,1467,3273,0,4222,822,62,851,0
2024-02-13,Car_5,319,2128,2663,0,3794,822,62,1020,0
2024-02-14,Car_1,231,1597,2155,0,2585,822,62,969,0
2024-02-14,Car_4,271,1870,3177,0,3204,822,62,1109,5898
2024-02-15,Car_7,214,1505,2452,0,2813,822,62,1121,11175
2024-02-15,Car_9,273,1919,2335,0,2777,822,62,908,0
2024-02-17,Car_8,235,1335,2254,0,4067,822,62,953,0
2024-02-17,Car_4,283,1607,2034,0,2977,822,62,728,0
2024-02-18,Car_5,260,1917,2193,45,3879,822,62,737,0
2024-02-18,Car_8,229,1685,2408,0,3881,822,62,558,0
2024-02-19,Car_8,258,1754,3432,0,3192,822,62,834,0
2024-02-19,Car_4,77,525,1650,0,3269,822,62,781,0
2024-02-20,Car_7,248,1525,2328,0,3847,822,62,540,6229
2024-02-20,Car_1,237,1458,1872,0,3093,822,62,752,0
2024-02-20,Car_8,313,1924,2170,0,2512,822,62,550,0
2024-02-20,Car_8,267,1642,2808,0,4200,822,62,831,10031
2024-02-22,Car_1,195,1303,2422,0,2697,822,62,753,5827
2024-02-23,Car_10,225,1644,2074,128,4274,822,62,790,0
2024-02-23,Car_7,355,2593,2685,48,2494,822,62,910,0
2024-02-26,Car_5,341,2611,2389,0,2178,822,62,666,0
2024-02-26,Car_1,268,2050,1727,0,3685,822,62,527,5609
2024-02-26,Car_4,204,1564,2529,0,3025,822,62,1309,0
2024-02-26,Car_8,226,1726,2521,0,3303,822,62,815,0
2024-02-27,Car_4,289,1862,1967,0,2045,822,62,737,0
2024-02-27,Car_8,248,1599,2414,37,3446,822,62,1050,0
2024-02-27,Car_3,286,1843,2337,0,3761,822,62,998,0
2024-02-28,Car_4,236,1698,2089,0,3396,822,62,1087,0
2024-02-29,Car_4,314,2192,2641,0,3065,822,62,891,0
2024-02-29,Car_10,182,1272,1991,0,3527,822,62,569,10648
2024-03-01,Car_10,192,1426,2705,0,3414,822,62,571,0
2024-03-03,Car_10,271,1902,3268,0,4002,822,62,907,0
2024-03-03,Car_1,190,1331,3046,0,2884,822,62,1012,0
2024-03-03,Car_8,323,2264,2396,0,2829,822,62,806,0
2024-03-03,Car_3,188,1321,1750,0,3536,822,62,757,0
2024-03-04,Car_5,267,1931,1916,0,3715,822,62,1038,0
2024-03-04,Car_1,207,1500,3315,44,3069,822,62,693,0
2024-03-04,Car_1,253,1832,2753,64,3177,822,62,722,11589
2024-03-05,Car_7,217,1205,2301,0,3289,822,62,1033,0
2024-03-05,Car_7,330,1830,3201,0,2733,822,62,727,0
2024-03-05,Car_6,288,1597,2381,0,3623,822,62,470,0
2024-03-06,Car_3,419,2469,2417,0,2269,822,62,893,0
2024-03-07,Car_2,218,1171,2767,0,2507,822,62,463,0
2024-03-07,Car_5,294,1583,2279,0,3662,822,62,960,0
2024-03-07,Car_9,243,1306,2892,0,3606,822,62,893,0
2024-03-07,Car_2,299,1607,2346,0,3647,822,62,386,0
2024-03-08,Car_2,246,1583,2639,0,4111,822,62,881,0
2024-03-08,Car_3,205,1322,2934,21,4322,822,62,808,0
2024-03-08,Car_9,324,2087,2220,0,2223,822,62,883,0
2024-03-09,Car_2,250,1761,2253,0,1723,822,62,943,0
2024-03-10,Car_1,316,2371,1856,0,4340,822,62,865,0
2024-03-11,Car_1,281,1868,3268,0,3553,822,62,871,0
2024-03-11,Car_4,292,1939,2274,0,2426,822,62,1037,0
2024-03-11,Car_8,201,1334,2263,0,3026,822,62,1111,0
2024-03-11,Car_9,235,1563,1944,0,3541,822,62,1007,0
2024-03-12,Car_10,233,1763,2051,0,2681,822,62,667,0
2024-03-12,Car_3,281,2132,2101,0,3402,822,62,613,0
2024-03-12,Car_5,334,2530,2342,0,4138,822,62,717,0
2024-03-13,Car_8,318,1838,2675,0,3770,822,62,880,14539
2024-03-13,Car_8,302,1740,2266,0,4231,822,62,1290,0
2024-03-13,Car_3,208,1203,1963,0,3071,822,62,670,0
2024-03-14,Car_10,249,1391,2849,0,3210,822,62,1285,0
2024-03-14,Car_8,256,1428,1847,0,3945,822,62,731,0
2024-03-14,Car_9,213,1188,2190,0,3210,822,62,1074,0
2024-03-15,Car_6,191,1255,2044,15,3874,822,62,809,13410
2024-03-17,Car_2,199,1311,2363,0,3125,822,62,1032,0
2024-03-18,Car_7,225,1206,2236,0,2674,822,62,697,0
2024-03-18,Car_9,222,1189,2100,0,2781,822,62,695,0
2024-03-18,Car_1,264,1416,2097,0,3196,822,62,577,0
2024-03-20,Car_5,228,1326,1966,57,3639,822,62,974,0
2024-03-20,Car_4,259,1507,2781,0,2828,822,62,1094,0
2024-03-20,Car_8,198,1151,3448,0,2990,822,62,1079,0
2024-03-20,Car_6,253,1472,3170,0,2995,822,62,807,0
2024-03-22,Car_10,319,2176,3023,0,3237,822,62,613,0
2024-03-22,Car_1,310,2114,3024,76,2130,822,62,973,0
2024-03-22,Car_2,266,1812,2366,0,4553,822,62,872,0
2024-03-22,Car_6,297,2023,2186,0,3757,822,62,1100,0
2024-03-23,Car_5,227,1369,3020,0,3543,822,62,590,0
2024-03-24,Car_9,151,951,2358,0,2947,822,62,953,0
2024-03-25,Car_6,310,1847,2374,0,3061,822,62,863,12881
2024-03-25,Car_8,228,1357,2718,27,3571,822,62,907,0
2024-03-26,Car_5,287,1881,2456,0,3985,822,62,763,0
2024-03-26,Car_3,317,2078,1750,0,3118,822,62,1036,8007
2024-03-26,Car_10,295,1936,2301,0,3810,822,62,854,10800
2024-03-26,Car_8,267,1749,2705,0,3112,822,62,447,11869
2024-03-26,Car_1,253,1662,2400,34,2939,822,62,822,0
2024-03-27,Car_1,264,1891,3206,36,2711,822,62,1358,0
2024-03-27,Car_5,294,2106,2891,0,2552,822,62,1211,0
2024-03-28,Car_4,288,1730,2091,0,3467,822,62,589,0
2024-03-28,Car_6,222,1336,2399,42,3657,822,62,724,0
2024-03-29,Car_7,331,2284,2366,8,4349,822,62,920,0
2024-03-29,Car_8,247,1704,2005,0,3583,822,62,1055,0
2024-03-29,Car_10,236,1631,2852,0,4317,822,62,603,0
2024-03-29,Car_4,308,2123,2841,0,2968,822,62,465,0
2024-03-29,Car_5,240,1657,2509,12,3078,822,62,344,0
2024-03-31,Car_8,227,1388,1954,0,3533,822,62,879,0
2024-04-02,Car_7,383,2287,2752,173,2886,822,62,813,0
2024-04-02,Car_7,236,1409,2864,0,3336,822,62,690,0
2024-04-02,Car_4,358,2139,2894,0,3130,822,62,483,0
2024-04-03,Car_7,242,1519,3033,0,3706,822,62,634,0
2024-04-03,Car_10,259,1626,3311,0,3585,822,62,621,0
2024-04-04,Car_9,273,1607,2327,0,3025,822,62,376,0
2024-04-06,Car_2,263,1744,2098,0,2992,822,62,1053,0
2024-04-06,Car_2,339,2242,3272,0,3981,822,62,809,0
2024-04-06,Car_5,193,1280,2488,0,3535,822,62,753,0
2024-04-06,Car_4,335,2217,1887,0,3256,822,62,574,0
2024-04-06,Car_2,245,1623,1816,0,2903,822,62,601,0
2024-04-06,Car_5,256,1696,2783,27,2645,822,62,1036,0
2024-04-06,Car_2,288,1907,2483,0,2944,822,62,328,0
2024-04-07,Car_10,241,1491,2550,54,2487,822,62,726,0
2024-04-07,Car_5,238,1474,2038,0,3017,822,62,362,0
2024-04-07,Car_1,292,1807,2444,0,3691,822,62,955,0
2024-04-08,Car_3,342,2300,2898,0,2905,822,62,851,0
2024-04-08,Car_4,215,1448,2003,0,3067,822,62,992,0
2024-04-09,Car_3,333,2174,2235,0,3499,822,62,855,0
2024-04-09,Car_7,345,2253,1975,0,2677,822,62,879,0
2024-04-10,Car_7,301,1944,2418,0,3273,822,62,937,0
2024-04-11,Car_5,297,2066,2156,0,2642,822,62,622,0
2024-04-13,Car_9,223,1402,3041,18,3399,822,62,427,0
2024-04-13,Car_6,227,1423,2741,0,4105,822,62,822,0
2024-04-13,Car_7,169,1061,1554,0,3116,822,62,596,14144
2024-04-13,Car_3,286,1795,2557,0,2850,822,62,779,0
2024-04-13,Car_4,281,1766,2780,0,4175,822,62,615,0
2024-04-14,Car_6,270,1691,2056,10,3875,822,62,751,0
2024-04-14,Car_2,195,1222,2875,0,3261,822,62,952,0
2024-04-15,Car_10,320,2061,2276,163,3756,822,62,694,0
2024-04-15,Car_4,291,1872,2747,0,2940,822,62,1091,0
2024-04-15,Car_7,389,2502,1975,0,3371,822,62,339,0
2024-04-16,Car_9,295,1538,2736,0,3808,822,62,839,0
2024-04-16,Car_5,204,1063,2717,0,3943,822,62,835,0
2024-04-16,Car_7,315,1643,2173,0,3955,822,62,980,0
2024-04-16,Car_8,235,1226,2431,0,3906,822,62,1088,0
2024-04-16,Car_8,226,1177,2997,0,3153,822,62,1068,9317
2024-04-16,Car_8,250,1307,3584,0,3266,822,62,904,0
2024-04-17,Car_1,261,1486,2487,11,3529,822,62,895,0
2024-04-17,Car_9,342,1945,2509,0,3424,822,62,863,0
2024-04-18,Car_4,261,1940,1786,14,3300,822,62,803,0
2024-04-18,Car_10,267,1982,2577,0,3877,822,62,996,0
2024-04-18,Car_9,306,2268,2384,0,3899,822,62,889,0
2024-04-19,Car_6,250,1893,2732,0,4003,822,62,907,0
2024-04-19,Car_9,332,2515,2929,0,2310,822,62,844,0
2024-04-20,Car_6,269,1734,1828,0,3862,822,62,549,0
2024-04-20,Car_9,313,2020,2219,0,3988,822,62,928,7881
2024-04-20,Car_9,230,1481,2436,0,2895,822,62,689,0
2024-04-21,Car_1,297,2062,2155,0,4138,822,62,1084,0
2024-04-21,Car_4,282,1959,2813,0,2557,822,62,932,0
2024-04-21,Car_10,200,1388,2191,0,3469,822,62,299,0
2024-04-21,Car_5,261,1814,2954,0,3569,822,62,1171,0
2024-04-23,Car_8,263,2218,2798,12,4150,822,62,751,0
2024-04-23,Car_5,273,2303,3238,0,3045,822,62,998,0
2024-04-23,Car_1,239,2020,2644,0,3087,822,62,908,0
2024-04-23,Car_1,264,2231,2798,97,2802,822,62,824,0
2024-04-24,Car_3,201,1462,2844,0,2915,822,62,962,0
2024-04-25,Car_5,306,1993,2752,0,3652,822,62,1100,8624
2024-04-25,Car_2,243,1584,2464,136,3482,822,62,662,0
2024-04-26,Car_4,155,933,2585,0,2919,822,62,599,0
2024-04-26,Car_7,301,1816,2022,0,3119,822,62,597,0
2024-04-26,Car_7,175,1057,1964,0,2966,822,62,703,0
2024-04-27,Car_7,235,1325,2423,0,3572,822,62,891,0
2024-04-27,Car_6,335,1888,2622,0,3638,822,62,833,0
2024-04-27,Car_2,255,1440,2200,11,3266,822,62,689,0
2024-04-27,Car_8,279,1574,2735,1,3625,822,62,473,0
2024-04-28,Car_6,274,1843,2238,0,2305,822,62,598,0
2024-04-28,Car_4,227,1527,2625,0,3342,822,62,503,0
2024-04-28,Car_8,221,1488,2371,0,3220,822,62,1175,11427
2024-04-28,Car_4,162,1086,1711,0,4581,822,62,858,0
2024-04-29,Car_9,242,1490,1866,0,3462,822,62,742,0
2024-04-30,Car_4,274,1574,2704,0,4165,822,62,1031,0
2024-04-30,Car_4,259,1490,3289,149,2509,822,62,944,0
2024-05-01,Car_6,348,2163,2215,0,3711,822,62,661,0
2024-05-01,Car_4,263,1637,1871,0,2095,822,62,688,0
2024-05-01,Car_1,240,1492,2105,0,3004,822,62,945,0
2024-05-02,Car_4,371,2210,1803,0,3539,822,62,891,0
2024-05-02,Car_9,285,1696,2630,60,2823,822,62,916,7494
2024-05-02,Car_8,229,1366,2089,0,4350,822,62,767,0
2024-05-03,Car_4,329,2503,2689,0,3516,822,62,752,8074
2024-05-04,Car_5,356,2535,2961,0,2546,822,62,812,0
2024-05-05,Car_4,208,1369,3730,0,3239,822,62,640,0
2024-05-05,Car_6,289,1907,2293,0,3169,822,62,1268,0
2024-05-07,Car_6,183,1218,2043,0,2763,822,62,812,0
2024-05-07,Car_9,145,962,2375,0,2828,822,62,1186,0
2024-05-08,Car_6,320,1945,3094,0,3918,822,62,537,0
2024-05-08,Car_4,272,1655,2266,0,3152,822,62,851,10200
2024-05-09,Car_5,283,2126,2551,0,3474,822,62,484,0
2024-05-09,Car_3,298,2239,2846,0,3068,822,62,1067,0
2024-05-10,Car_8,315,2182,1991,0,1409,822,62,802,0
2024-05-10,Car_2,223,1543,2633,0,2743,822,62,987,0
2024-05-10,Car_2,322,2227,1671,0,3652,822,62,831,0
2024-05-11,Car_3,292,1748,2288,0,4013,822,62,956,0
2024-05-11,Car_10,268,1602,2764,0,2471,822,62,771,0
2024-05-11,Car_2,293,1753,2130,0,3145,822,62,584,0
2024-05-12,Car_1,294,1907,2438,136,3390,822,62,701,0
2024-05-12,Car_10,311,2015,2550,0,3788,822,62,692,10843
2024-05-13,Car_6,178,1083,2431,0,2472,822,62,613,0
2024-05-13,Car_7,281,1705,1755,45,3460,822,62,997,0
2024-05-14,Car_5,254,1463,2419,0,3211,822,62,835,0
2024-05-14,Car_6,285,1647,1826,2,3054,822,62,663,11453
2024-05-15,Car_1,289,2068,2137,0,4286,822,62,921,0
2024-05-16,Car_6,243,1885,2265,0,3708,822,62,985,0
2024-05-16,Car_4,295,2282,2148,0,3657,822,62,902,0
2024-05-16,Car_9,250,1936,2573,0,2452,822,62,593,0
2024-05-17,Car_9,303,1746,2515,0,3437,822,62,958,0
2024-05-17,Car_2,204,1177,1713,0,3365,822,62,736,0
2024-05-18,Car_5,248,1723,2964,37,3975,822,62,713,0
2024-05-18,Car_4,355,2466,1203,0,4120,822,62,859,0
2024-05-19,Car_3,363,2255,2183,15,3943,822,62,1183,0
2024-05-20,Car_5,254,1603,3054,0,2840,822,62,797,0
2024-05-20,Car_5,244,1538,2516,0,3319,822,62,1242,0
2024-05-20,Car_8,249,1569,2745,0,2845,822,62,488,0
2024-05-21,Car_2,288,1797,2420,0,3168,822,62,717,0
2024-05-21,Car_4,303,1892,2412,25,3771,822,62,533,0
2024-05-21,Car_4,236,1476,2761,0,3644,822,62,893,0
2024-05-22,Car_4,263,1601,2401,41,3419,822,62,947,0
2024-05-23,Car_8,216,1434,1898,56,2195,822,62,1038,0
2024-05-24,Car_8,322,1965,2585,0,2743,822,62,798,0
2024-05-24,Car_2,198,1209,2094,0,3680,822,62,615,0
2024-05-24,Car_6,269,1640,2682,0,3261,822,62,805,0
2024-05-25,Car_7,372,2519,3304,0,3392,822,62,591,0
2024-05-26,Car_8,225,1477,2494,0,3638,822,62,388,0
2024-05-27,Car_4,322,2077,2576,0,3748,822,62,651,0
2024-05-27,Car_8,203,1310,2624,0,3862,822,62,599,7355
2024-05-27,Car_10,400,2581,2911,0,3711,822,62,674,5373
2024-05-28,Car_8,308,1865,2316,0,3478,822,62,885,7532
2024-05-29,Car_9,243,1522,2350,0,3891,822,62,898,0
2024-05-29,Car_8,288,1800,2947,0,3389,822,62,847,0
2024-05-29,Car_2,284,1773,2552,0,2960,822,62,629,0
2024-05-29,Car_5,299,1868,2955,8,3516,822,62,543,0
2024-05-30,Car_5,257,1811,3077,0,3687,822,62,426,0
2024-05-31,Car_7,268,1849,2555,0,2920,822,62,801,10700
2024-06-01,Car_4,267,1604,2913,0,3931,822,62,878,0
2024-06-01,Car_6,248,1494,2871,0,2943,822,62,880,0
2024-06-01,Car_6,261,1567,3060,0,3970,822,62,1307,0
2024-06-02,Car_10,254,1689,3596,0,2800,822,62,643,0
2024-06-02,Car_5,202,1347,3377,0,2995,822,62,991,0
2024-06-02,Car_2,282,1881,2001,0,2940,822,62,565,0
2024-06-03,Car_2,302,2131,2379,17,3254,822,62,897,0
2024-06-03,Car_9,220,1548,2315,0,2421,822,62,587,0
2024-06-04,Car_7,287,1606,2417,22,2782,822,62,820,0
2024-06-06,Car_2,371,2304,2848,0,3993,822,62,891,0
2024-06-06,Car_9,357,2214,2870,0,3111,822,62,834,0
2024-06-06,Car_8,288,1787,1519,0,2380,822,62,446,0
2024-06-07,Car_5,198,1372,3514,0,2607,822,62,783,0
2024-06-07,Car_4,192,1330,2898,0,3476,822,62,986,0
2024-06-08,Car_2,248,1524,2443,0,4224,822,62,658,0
2024-06-08,Car_7,275,1691,2615,0,3353,822,62,989,0
2024-06-08,Car_7,285,1748,1964,19,3607,822,62,690,0
2024-06-09,Car_2,311,1716,2264,0,2988,822,62,879,5325
2024-06-11,Car_4,267,1771,2575,0,2580,822,62,630,0
2024-06-11,Car_7,338,2243,2267,55,2804,822,62,880,0
2024-06-11,Car_9,235,1556,2521,10,2958,822,62,485,0
2024-06-12,Car_10,314,2120,2655,0,3050,822,62,804,0
2024-06-13,Car_7,329,1992,2016,0,3092,822,62,687,0
2024-06-14,Car_8,202,1413,2218,0,3260,822,62,944,0
2024-06-14,Car_8,291,2032,1814,78,2963,822,62,822,0
2024-06-14,Car_10,336,2349,2065,0,4454,822,62,900,0
2024-06-15,Car_3,343,1922,2774,27,2767,822,62,673,0
2024-06-15,Car_7,238,1333,2500,0,3477,822,62,811,0
2024-06-16,Car_5,211,1385,2812,0,3134,822,62,932,8010
2024-06-16,Car_10,181,1187,3061,0,3266,822,62,569,0
2024-06-16,Car_10,233,1531,2407,0,4011,822,62,840,0
2024-06-18,Car_5,310,1922,2064,0,2727,822,62,1154,11992
2024-06-18,Car_10,366,2270,3104,10,3869,822,62,843,0
2024-06-19,Car_10,215,1427,2091,0,2880,822,62,880,0
2024-06-20,Car_5,264,1608,2656,0,2552,822,62,653,14546
2024-06-21,Car_6,173,1102,3063,0,3356,822,62,846,0
2024-06-21,Car_9,328,2087,2462,0,3402,822,62,1033,0
2024-06-22,Car_10,416,2997,2476,9,3977,822,62,1170,0
2024-06-22,Car_5,275,1979,2526,0,2783,822,62,1120,0
2024-06-22,Car_3,308,2220,2153,0,3373,822,62,803,0
2024-06-22,Car_9,252,1817,3202,0,2980,822,62,757,0
2024-06-22,Car_1,237,1708,3199,0,3758,822,62,398,0
2024-06-23,Car_6,298,1863,2325,0,4680,822,62,1010,7845
2024-06-24,Car_1,278,1977,2683,130,2241,822,62,1203,0
2024-06-24,Car_4,337,2394,2959,0,4189,822,62,743,0
2024-06-24,Car_7,292,2073,3485,0,3210,822,62,778,6064
2024-06-24,Car_2,197,1397,2387,41,3805,822,62,1038,0
2024-06-25,Car_6,243,1441,2675,13,2842,822,62,785,0
2024-06-25,Car_2,357,2114,3010,0,3933,822,62,573,0
2024-06-25,Car_2,317,1877,2630,0,3157,822,62,468,0
2024-06-25,Car_4,267,1581,2323,0,3881,822,62,969,0
2024-06-26,Car_3,304,2102,2605,0,3455,822,62,704,0
2024-06-27,Car_6,310,2311,2358,0,3226,822,62,1130,0
2024-06-28,Car_4,339,1736,1785,0,2733,822,62,909,0
2024-06-28,Car_10,232,1190,2958,2,2924,822,62,1055,0
2024-06-28,Car_8,278,1424,2583,0,3959,822,62,889,0
2024-06-28,Car_3,292,1494,1887,0,3807,822,62,807,0
2024-06-28,Car_10,325,1664,3315,0,3482,822,62,829,0
2024-06-28,Car_2,244,1248,2543,0,2013,822,62,783,0
2024-06-29,Car_7,280,1714,2458,0,3800,822,62,564,0
2024-06-30,Car_6,277,1924,2810,0,4334,822,62,523,9180
2024-06-30,Car_4,266,1847,2460,114,3586,822,62,406,0
2024-06-30,Car_6,224,1553,2936,5,3121,822,62,463,0
2024-06-30,Car_7,247,1714,2025,11,2554,822,62,929,0
2024-06-30,Car_5,288,1999,2407,0,2146,822,62,945,0
2024-07-01,Car_10,352,2281,2420,42,3172,822,62,563,0
2024-07-01,Car_8,356,2304,1805,0,3761,822,62,1220,0
2024-07-01,Car_8,337,2184,2574,0,3797,822,62,508,0
2024-07-03,Car_8,326,2036,2748,0,3620,822,62,725,0
2024-07-04,Car_6,295,1961,2418,0,3278,822,62,811,0
2024-07-04,Car_2,345,2295,2906,0,4082,822,62,837,9336
2024-07-04,Car_9,364,2421,2288,0,3423,822,62,557,0
2024-07-05,Car_3,265,1727,2206,0,3953,822,62,991,0
2024-07-05,Car_3,235,1528,2989,0,2146,822,62,684,0
2024-07-05,Car_6,264,1721,1863,0,4441,822,62,1064,0
2024-07-07,Car_2,314,2123,2554,0,2574,822,62,654,0
2024-07-07,Car_3,245,1658,2153,0,3956,822,62,794,7087
2024-07-09,Car_1,293,1860,3354,0,3373,822,62,1032,0
2024-07-09,Car_6,244,1548,2902,0,3016,822,62,1189,0
2024-07-10,Car_10,297,1871,2067,0,2961,822,62,867,0
2024-07-10,Car_4,236,1491,2443,0,3491,822,62,389,0
2024-07-10,Car_2,256,1615,2217,0,2574,822,62,944,0
2024-07-10,Car_6,305,1925,2332,0,2910,822,62,488,13366
2024-07-10,Car_5,319,2014,2494,0,3254,822,62,609,0
2024-07-11,Car_8,237,1503,1872,0,2741,822,62,635,11365
2024-07-11,Car_1,297,1886,2923,0,2851,822,62,816,0
2024-07-11,Car_2,415,2632,2210,0,3354,822,62,584,0
2024-07-12,Car_5,219,1497,2721,0,2553,822,62,861,0
2024-07-13,Car_8,187,1187,1697,0,3882,822,62,914,0
2024-07-14,Car_4,299,2029,2227,0,3709,822,62,708,0
